Order ID,Region,Country
182652699,Sub-Saharan Africa,Seychelles 
568527305,Europe,Estonia
215640008,Europe,Ireland
358414638,Central America and the Caribbean,Costa Rica
951587522,Europe,Italy
220207488,Sub-Saharan Africa,Benin
509635865,Middle East and North Africa,Bahrain
635546481,Asia,India
833925664,Europe,Andorra
511072242,Europe,Finland
493597543,Europe,Vatican City
778425395,North America,Canada
982792127,Australia and Oceania,Nauru
794246566,Sub-Saharan Africa,Guinea
420650041,Sub-Saharan Africa,Seychelles 
140176379,Europe,Slovakia
751311910,Sub-Saharan Africa,Mali
422855460,Europe,Greece
543918359,Central America and the Caribbean,Dominican Republic
773924434,Europe,Croatia
392610013,Middle East and North Africa,Turkey
550023925,Europe,United Kingdom
216527497,Asia,Sri Lanka
232794559,Europe,Lithuania
159811437,Sub-Saharan Africa,Central African Republic
528876960,Central America and the Caribbean,Saint Vincent and the Grenadines
591602456,Sub-Saharan Africa,Namibia
569911754,Middle East and North Africa,Iran
306041181,North America,Mexico
612539565,Middle East and North Africa,Azerbaijan
122268235,Middle East and North Africa,Afghanistan
238401019,Asia,India
184424245,Middle East and North Africa,Kuwait
154136741,Europe,Poland
861649835,Europe,Slovakia
391387355,Europe,Hungary
948085629,Asia,Laos
306793487,Australia and Oceania,Marshall Islands
362872254,Middle East and North Africa,Somalia
381995761,Central America and the Caribbean,Grenada
150150334,Central America and the Caribbean,The Bahamas
423634803,Asia,India
679060494,Sub-Saharan Africa,Mauritius 
463351237,Asia,Uzbekistan
743743360,Asia,Maldives
757785689,Asia,Taiwan
263339555,Central America and the Caribbean,Nicaragua
888578784,Europe,Ireland
281989705,Asia,India
662371146,Central America and the Caribbean,Haiti
268834435,Asia,Maldives
110803401,Sub-Saharan Africa,Equatorial Guinea
818014371,Sub-Saharan Africa,Mauritius 
390516173,Australia and Oceania,Fiji
948670136,Central America and the Caribbean,Barbados
183150088,Central America and the Caribbean,Haiti
804942357,Sub-Saharan Africa,Seychelles 
195345771,Europe,Romania
755971658,Europe,Sweden
458743846,Europe,Macedonia
495898663,North America,United States of America
329984939,Central America and the Caribbean,Panama
843863999,Europe,Belgium
290709674,Central America and the Caribbean,Antigua and Barbuda 
144008290,Europe,Belgium
147558677,Sub-Saharan Africa,Nigeria
565472161,Europe,Georgia
832172572,Europe,Malta
902396237,Europe,Ukraine
801191985,Europe,Serbia
173921144,Asia,Mongolia
536257541,Europe,Netherlands
324187505,Central America and the Caribbean,Grenada
744009864,Australia and Oceania,Samoa 
822335946,Sub-Saharan Africa,South Sudan
556089580,Asia,Brunei
462507092,Australia and Oceania,Palau
229137313,Sub-Saharan Africa,Cote d'Ivoire
963841569,Middle East and North Africa,Azerbaijan
244793689,North America,Greenland
670480000,Asia,Brunei
409699332,Asia,Turkmenistan
851563012,Europe,Czech Republic
755494868,Europe,Moldova 
301231229,Middle East and North Africa,Algeria
638820922,Central America and the Caribbean,Guatemala
738625276,Sub-Saharan Africa,Lesotho
541318118,Asia,Myanmar
507885777,Sub-Saharan Africa,Lesotho
269627082,Central America and the Caribbean,Antigua and Barbuda 
878153359,Australia and Oceania,Federated States of Micronesia
755388438,Australia and Oceania,East Timor
643568646,Europe,Cyprus
455242812,Europe,Ireland
623272264,Middle East and North Africa,Morocco
750830829,Europe,Finland
961404836,Middle East and North Africa,Egypt
548793113,Europe,Slovakia
227106988,Australia and Oceania,Tuvalu
780770289,Sub-Saharan Africa,Ethiopia
814519345,Sub-Saharan Africa,Djibouti
803402984,Europe,Belarus
842782533,Sub-Saharan Africa,Cameroon
198331820,North America,United States of America
456037175,Europe,Luxembourg
572197425,Middle East and North Africa,Jordan
923423898,Sub-Saharan Africa,Chad
156640422,Middle East and North Africa,Algeria
139083325,Central America and the Caribbean,Jamaica
108301436,Central America and the Caribbean,El Salvador
722156083,Europe,Poland
908821094,Australia and Oceania,New Zealand
116782796,Sub-Saharan Africa,Ghana
564840018,Sub-Saharan Africa,Zimbabwe
492104089,Europe,Finland
907998836,Europe,Italy
642260587,Middle East and North Africa,Tunisia 
394938170,North America,United States of America
486392915,Sub-Saharan Africa,Guinea-Bissau
407298648,Sub-Saharan Africa,Namibia
168641698,Europe,San Marino
751720893,Sub-Saharan Africa,Togo
958147561,Middle East and North Africa,Azerbaijan
559845530,Sub-Saharan Africa,Cape Verde
749051129,Sub-Saharan Africa,Seychelles 
988313186,Europe,Italy
360493028,Sub-Saharan Africa,Tanzania
718764483,Europe,Latvia
836613881,Sub-Saharan Africa,Malawi
457840049,Europe,Lithuania
746554315,Europe,Kosovo
237180507,Europe,Estonia
684454953,Sub-Saharan Africa,Comoros
313426482,Europe,Greece
569456422,Asia,South Korea
268218600,Australia and Oceania,Australia
545699346,Australia and Oceania,Tonga
808197486,Sub-Saharan Africa,Burkina Faso
982324349,Europe,Belgium
165003764,Central America and the Caribbean,The Bahamas
673472058,Asia,Japan
395278060,Sub-Saharan Africa,Equatorial Guinea
438283097,Europe,United Kingdom
180660998,Central America and the Caribbean,Saint Vincent and the Grenadines
420898091,Europe,Armenia
227793204,Australia and Oceania,Palau
990457665,Asia,Thailand
568315303,Central America and the Caribbean,Guatemala
941102445,Asia,Sri Lanka
558867919,Sub-Saharan Africa,Gabon
191973054,North America,Canada
681091678,Sub-Saharan Africa,Namibia
687210118,Australia and Oceania,Kiribati
741627204,Europe,Ukraine
995954263,Asia,Turkmenistan
772115123,Sub-Saharan Africa,Djibouti
812346112,Middle East and North Africa,Bahrain
129196059,Central America and the Caribbean,Trinidad and Tobago
955526292,Europe,Estonia
194510638,Sub-Saharan Africa,Republic of the Congo
669635426,Middle East and North Africa,Lebanon
774699485,Central America and the Caribbean,Dominica
323814141,Central America and the Caribbean,The Bahamas
101403224,Middle East and North Africa,Jordan
512203061,Europe,Poland
231262481,Sub-Saharan Africa,Chad
253942811,Middle East and North Africa,Kuwait
745917880,Central America and the Caribbean,The Bahamas
593174016,Europe,Czech Republic
552010047,Europe,Malta
999037301,Central America and the Caribbean,Trinidad and Tobago
581179606,Middle East and North Africa,Qatar
265673291,Middle East and North Africa,Qatar
190067183,Asia,Vietnam
112222611,Europe,France
760313403,Central America and the Caribbean,Grenada
682825887,Central America and the Caribbean,Barbados
298558890,Europe,Andorra
546623742,Sub-Saharan Africa,Burkina Faso
636444270,Asia,Nepal
297756803,Sub-Saharan Africa,Equatorial Guinea
230610167,Middle East and North Africa,Pakistan
755365693,Asia,North Korea
462697207,Asia,Philippines
263591039,Middle East and North Africa,Azerbaijan
239346015,Europe,Latvia
991573464,Sub-Saharan Africa,South Africa
492197215,Asia,Indonesia
833453595,Middle East and North Africa,Saudi Arabia
577891433,Middle East and North Africa,Kuwait
608372056,North America,United States of America
978069293,Europe,Bosnia and Herzegovina
460469472,Europe,Hungary
599371421,Asia,Indonesia
758886468,Europe,Slovakia
373438441,Europe,Bulgaria
297763669,Australia and Oceania,Palau
556910979,Europe,Bulgaria
796241700,Asia,Philippines
731429660,Europe,Portugal
598461186,Europe,Monaco
703635108,Europe,Monaco
973562753,Sub-Saharan Africa,Kenya
505167949,Middle East and North Africa,Bahrain
715687024,Middle East and North Africa,Iraq
392668807,Sub-Saharan Africa,Mauritius 
643974626,Australia and Oceania,Marshall Islands
847778308,Sub-Saharan Africa,Mozambique
902566182,Central America and the Caribbean,Haiti
777137076,Sub-Saharan Africa,Senegal
960602319,Australia and Oceania,Tuvalu
212385737,Sub-Saharan Africa,Rwanda
512223660,Asia,Turkmenistan
310164916,Australia and Oceania,Palau
376570832,Europe,Estonia
652115237,Central America and the Caribbean,Saint Kitts and Nevis 
697784459,Middle East and North Africa,Afghanistan
144877326,North America,Mexico
945005166,Europe,Iceland
620091807,Central America and the Caribbean,Guatemala
812373578,Asia,Laos
534399306,Asia,Bangladesh
219030320,Europe,Vatican City
369440448,Middle East and North Africa,Azerbaijan
209116017,Europe,Belgium
831855857,Sub-Saharan Africa,Ethiopia
251771295,Middle East and North Africa,Israel
153286159,Sub-Saharan Africa,Cape Verde
941136777,Middle East and North Africa,Somalia
390371978,Middle East and North Africa,Iraq
396353089,Sub-Saharan Africa,Ghana
224753940,Central America and the Caribbean,Nicaragua
561560857,Europe,Bosnia and Herzegovina
363072669,Sub-Saharan Africa,Republic of the Congo
905900704,Sub-Saharan Africa,Benin
836968791,Europe,Greece
223513257,Sub-Saharan Africa,Togo
103082931,Sub-Saharan Africa,Gabon
233539140,Europe,Belgium
443055713,Europe,Bosnia and Herzegovina
180118978,Europe,Malta
763527762,Sub-Saharan Africa,Central African Republic
432393395,Asia,Malaysia
196139705,Sub-Saharan Africa,Seychelles 
684503018,Europe,Belarus
797532165,Australia and Oceania,Palau
855588471,Europe,Italy
349345767,Europe,Montenegro
189790380,Sub-Saharan Africa,Uganda
458221137,Australia and Oceania,Nauru
856249368,Central America and the Caribbean,Saint Vincent and the Grenadines
255798900,Europe,Montenegro
749106061,Sub-Saharan Africa,Botswana
898719680,Asia,Malaysia
687501084,Middle East and North Africa,Yemen
168624103,Europe,Albania
815575063,Australia and Oceania,Vanuatu
572152793,Sub-Saharan Africa,Cote d'Ivoire
602468621,Central America and the Caribbean,Saint Vincent and the Grenadines
340946376,Europe,France
642322385,Europe,Armenia
631645476,Europe,Croatia
854276978,Middle East and North Africa,Kuwait
125890719,Asia,Kyrgyzstan
482473027,Australia and Oceania,Marshall Islands
430322730,Middle East and North Africa,United Arab Emirates
796051156,Europe,Cyprus
676582133,Sub-Saharan Africa,Niger
589151990,Europe,Ireland
221309554,Australia and Oceania,New Zealand
680916154,Europe,Moldova 
446145617,Asia,South Korea
315484273,Asia,Bangladesh
257730948,Sub-Saharan Africa,Mauritania
761996972,Sub-Saharan Africa,Zimbabwe
587706172,Middle East and North Africa,Afghanistan
814594876,Middle East and North Africa,Oman
792711913,Middle East and North Africa,Saudi Arabia
392418611,Middle East and North Africa,Lebanon
454388797,Europe,Sweden
539608800,Europe,Malta
279377448,Central America and the Caribbean,Panama
725306069,Sub-Saharan Africa,Cameroon
299318492,North America,Mexico
643651044,Asia,Indonesia
770852553,Europe,Lithuania
213784348,Sub-Saharan Africa,Guinea-Bissau
375620257,Central America and the Caribbean,Trinidad and Tobago
479846608,Europe,Poland
720262229,Australia and Oceania,Papua New Guinea
910978448,Sub-Saharan Africa,South Sudan
936419093,Middle East and North Africa,United Arab Emirates
301320493,Asia,Nepal
380731475,Sub-Saharan Africa,Democratic Republic of the Congo
370013368,Europe,Latvia
434839999,Sub-Saharan Africa,Ghana
361197698,Europe,France
905385291,Asia,Malaysia
644014108,Sub-Saharan Africa,Eritrea
924007976,Central America and the Caribbean,Barbados
912603223,Central America and the Caribbean,Nicaragua
747348678,Europe,Malta
186105668,Europe,Croatia
857048022,Asia,Malaysia
408662068,Europe,France
159746634,Middle East and North Africa,Jordan
149413049,North America,Canada
487085139,Sub-Saharan Africa,Cape Verde
902499234,Sub-Saharan Africa,Uganda
295704162,Sub-Saharan Africa,Guinea
787061250,Sub-Saharan Africa,Lesotho
967244327,Sub-Saharan Africa,Nigeria
847239720,Sub-Saharan Africa,Comoros
508346259,Central America and the Caribbean,Costa Rica
552175271,Europe,Slovakia
750650584,Sub-Saharan Africa,Uganda
496008527,Middle East and North Africa,Egypt
150797927,Asia,Bhutan
597880113,Asia,North Korea
990428912,Europe,Bosnia and Herzegovina
101930654,Sub-Saharan Africa,Burundi
376184165,Europe,San Marino
277300775,Sub-Saharan Africa,South Africa
139704310,Europe,Netherlands
818131101,Sub-Saharan Africa,Benin
537629973,Europe,Italy
743562257,Europe,Greece
251601779,Sub-Saharan Africa,Djibouti
197734868,Europe,Ukraine
888260352,Middle East and North Africa,Afghanistan
449789559,Australia and Oceania,East Timor
679246318,Central America and the Caribbean,Barbados
293866956,Central America and the Caribbean,Saint Lucia
781200301,Middle East and North Africa,Azerbaijan
549107682,Australia and Oceania,Samoa 
775762927,Europe,Georgia
459652364,Europe,Portugal
469574820,Sub-Saharan Africa,Namibia
394641625,Sub-Saharan Africa,Uganda
794276607,Europe,Switzerland
948216092,Europe,Greece
206508910,Central America and the Caribbean,Belize
239516389,Asia,Turkmenistan
987912356,Europe,Monaco
212683141,Sub-Saharan Africa,Ghana
245127570,Sub-Saharan Africa,Lesotho
336856973,Asia,South Korea
709795176,North America,Greenland
306178510,Asia,Laos
838555800,Sub-Saharan Africa,South Sudan
939788377,Asia,Myanmar
213050067,Middle East and North Africa,Pakistan
581827199,Sub-Saharan Africa,Burkina Faso
439918601,Middle East and North Africa,Tunisia 
501435601,Central America and the Caribbean,Panama
650802028,Sub-Saharan Africa,Tanzania
392754209,Asia,Bangladesh
202340972,Europe,Cyprus
174923646,Asia,Nepal
476176059,Australia and Oceania,New Zealand
892084538,Europe,Norway
378947913,Europe,Slovakia
213377511,Sub-Saharan Africa,South Sudan
842297160,Sub-Saharan Africa,Namibia
532943189,Europe,Moldova 
322864425,Middle East and North Africa,Azerbaijan
869922196,Europe,Latvia
202290332,Sub-Saharan Africa,Uganda
468455159,Europe,Estonia
287215507,Sub-Saharan Africa,Equatorial Guinea
597682702,Asia,North Korea
609280574,Central America and the Caribbean,Dominican Republic
951745450,Central America and the Caribbean,Dominica
525126159,Central America and the Caribbean,Panama
549784028,Middle East and North Africa,Syria
516392886,Europe,Belgium
435939061,Central America and the Caribbean,Cuba
389721381,Middle East and North Africa,Turkey
979351174,Europe,Kosovo
176752269,Europe,Monaco
974160993,Sub-Saharan Africa,Cote d'Ivoire
134126174,Asia,Bhutan
339509141,Sub-Saharan Africa,Tanzania
743483722,Europe,Liechtenstein
119536244,Europe,Monaco
911465537,Europe,Belarus
683382928,Middle East and North Africa,Azerbaijan
669712245,Central America and the Caribbean,Guatemala
825189816,Asia,Sri Lanka
274864470,Europe,United Kingdom
464097535,Central America and the Caribbean,Dominican Republic
208562839,Europe,Poland
644246709,Middle East and North Africa,Algeria
277447974,Asia,Nepal
834777963,Central America and the Caribbean,El Salvador
513160502,Europe,Germany
729831922,Australia and Oceania,Samoa 
272341048,Europe,Malta
248549211,Central America and the Caribbean,Cuba
936630237,Sub-Saharan Africa,Republic of the Congo
435070455,Australia and Oceania,Samoa 
512668693,Sub-Saharan Africa,Zambia
758536279,Australia and Oceania,New Zealand
832097041,Australia and Oceania,Kiribati
913087308,Central America and the Caribbean,Costa Rica
351555907,Australia and Oceania,Papua New Guinea
817864167,Asia,Thailand
452685916,Europe,Moldova 
617007482,Middle East and North Africa,Bahrain
942127692,Australia and Oceania,Vanuatu
679657876,Europe,Slovenia
951521861,Central America and the Caribbean,El Salvador
699955976,Middle East and North Africa,Azerbaijan
737509047,Europe,Lithuania
597042405,Europe,Portugal
781729876,Sub-Saharan Africa,Rwanda
515057790,Australia and Oceania,New Zealand
890824973,Central America and the Caribbean,El Salvador
823142755,Europe,Norway
196434962,Central America and the Caribbean,Dominica
315437924,Australia and Oceania,Solomon Islands
755200469,Australia and Oceania,Tonga
711083924,Sub-Saharan Africa,Sao Tome and Principe
348762118,Middle East and North Africa,Oman
354221379,Central America and the Caribbean,Honduras
583760535,Australia and Oceania,Papua New Guinea
513990914,Asia,Maldives
591836345,Middle East and North Africa,Algeria
884533154,Europe,Armenia
629630172,Australia and Oceania,Nauru
484988725,North America,Greenland
278782641,Sub-Saharan Africa,Madagascar
359498250,Europe,Italy
245934379,Europe,Georgia
877202355,Central America and the Caribbean,Nicaragua
562726008,North America,United States of America
832241666,Europe,Czech Republic
585798156,Central America and the Caribbean,Barbados
143756806,Sub-Saharan Africa,Guinea
796791446,Sub-Saharan Africa,Mozambique
755888402,Europe,Switzerland
102346503,Asia,Bangladesh
337777078,Europe,Germany
334103953,Asia,China
383563458,Europe,Georgia
848704421,Asia,Laos
812388169,Sub-Saharan Africa,Malawi
327788531,Central America and the Caribbean,The Bahamas
868391835,Middle East and North Africa,Tunisia 
377996909,Middle East and North Africa,Egypt
920715081,Europe,Sweden
130970180,Sub-Saharan Africa,Namibia
663498532,Central America and the Caribbean,Haiti
743348968,Sub-Saharan Africa,Republic of the Congo
915882813,Sub-Saharan Africa,South Sudan
896773898,Middle East and North Africa,Syria
922008550,Sub-Saharan Africa,Sao Tome and Principe
397885596,Asia,Singapore
151016366,Europe,Czech Republic
178324687,Middle East and North Africa,Morocco
997046887,Europe,Greece
494731795,Sub-Saharan Africa,Ethiopia
679240739,Middle East and North Africa,Turkey
928747546,Asia,Uzbekistan
241738545,Central America and the Caribbean,The Bahamas
387012565,Asia,South Korea
953680932,Asia,Malaysia
701167476,Europe,Moldova 
709208524,Sub-Saharan Africa,Rwanda
327852904,Europe,Moldova 
327461946,Middle East and North Africa,Iraq
648709475,Europe,Serbia
852581822,Central America and the Caribbean,Nicaragua
570377814,Europe,Albania
853708779,Australia and Oceania,Tonga
124498546,Sub-Saharan Africa,Democratic Republic of the Congo
924983441,Europe,Bulgaria
467712295,Australia and Oceania,Vanuatu
985546433,Sub-Saharan Africa,Togo
281659686,North America,Greenland
279538381,Europe,Bosnia and Herzegovina
272981345,Asia,Bhutan
976099908,Europe,Czech Republic
473317897,Europe,Finland
969371640,Asia,Cambodia
239309966,Sub-Saharan Africa,Comoros
178494203,Sub-Saharan Africa,Botswana
952598178,North America,Mexico
547608220,Sub-Saharan Africa,Rwanda
619823157,Europe,Switzerland
645854318,Europe,Finland
172625529,North America,Mexico
167373120,Middle East and North Africa,Lebanon
767645919,Sub-Saharan Africa,Mauritania
831305253,Sub-Saharan Africa,Equatorial Guinea
186524951,Sub-Saharan Africa,Ethiopia
981791341,Europe,Slovenia
935903251,Asia,India
987972009,Europe,Andorra
347421443,Central America and the Caribbean,Belize
543987882,Asia,Thailand
477720153,Central America and the Caribbean,The Bahamas
468979585,Europe,Georgia
908440005,Europe,Luxembourg
907087743,Europe,Sweden
546221625,Sub-Saharan Africa,Mauritania
427452981,Europe,Italy
322705638,Sub-Saharan Africa,Burkina Faso
524215924,Asia,Japan
494532668,Middle East and North Africa,Jordan
216517198,Sub-Saharan Africa,Guinea
643343341,Sub-Saharan Africa,Kenya
548497426,Asia,Thailand
575778281,Asia,Sri Lanka
989297235,Sub-Saharan Africa,Zimbabwe
323478114,Asia,Taiwan
333057248,Middle East and North Africa,Iraq
143083465,Australia and Oceania,Papua New Guinea
298918092,Middle East and North Africa,Qatar
516234958,Asia,Philippines
131020390,Central America and the Caribbean,Guatemala
349573218,Middle East and North Africa,Iraq
198504769,Asia,Tajikistan
574738872,Asia,Turkmenistan
195511853,Sub-Saharan Africa,Mauritania
548372542,Asia,Vietnam
941182267,Australia and Oceania,Tuvalu
752114856,Central America and the Caribbean,Jamaica
779656636,Middle East and North Africa,Lebanon
992606437,Middle East and North Africa,United Arab Emirates
980075585,Middle East and North Africa,Syria
401487910,Australia and Oceania,Solomon Islands
336579740,Middle East and North Africa,Iraq
135399901,Australia and Oceania,Nauru
568309724,Europe,Belgium
675983035,Central America and the Caribbean,Grenada
919406163,Middle East and North Africa,Algeria
929877936,Central America and the Caribbean,Haiti
859009683,North America,United States of America
928725230,Sub-Saharan Africa,Uganda
981260907,North America,Canada
929165542,Central America and the Caribbean,Trinidad and Tobago
305300462,Europe,Liechtenstein
512839496,Europe,Austria
775268971,Sub-Saharan Africa,Republic of the Congo
386387717,Europe,San Marino
960307061,Middle East and North Africa,Yemen
581450831,Middle East and North Africa,Azerbaijan
554555356,Asia,Taiwan
454669463,Europe,Spain
377154481,Central America and the Caribbean,Antigua and Barbuda 
487684237,Australia and Oceania,East Timor
572245061,Asia,Uzbekistan
487135779,Asia,Taiwan
608967721,Sub-Saharan Africa,Benin
484664714,Australia and Oceania,Tuvalu
181463086,Middle East and North Africa,Israel
736911666,Sub-Saharan Africa,Djibouti
108871781,Asia,Bhutan
825517261,Sub-Saharan Africa,Ghana
535334432,Sub-Saharan Africa,Botswana
557122123,Sub-Saharan Africa,Ghana
929991662,Australia and Oceania,Solomon Islands
863366878,Central America and the Caribbean,Trinidad and Tobago
986984097,Australia and Oceania,Tuvalu
200892150,Central America and the Caribbean,Haiti
625452363,Asia,Bangladesh
851338565,Asia,Kyrgyzstan
889537084,Central America and the Caribbean,Barbados
821346747,Sub-Saharan Africa,Burundi
348378884,Europe,Russia
142557322,Europe,Latvia
496118390,Sub-Saharan Africa,Lesotho
871610915,Europe,Ireland
351896226,Sub-Saharan Africa,Malawi
790148150,Asia,Kyrgyzstan
959853017,Asia,Laos
604809653,Asia,Taiwan
889129388,Europe,Italy
347236049,Europe,Romania
733865964,Sub-Saharan Africa,Mauritania
274067962,Europe,Austria
413203370,Central America and the Caribbean,Saint Lucia
866946017,Asia,Brunei
971282231,Europe,Moldova 
132510840,Europe,Croatia
977243173,Australia and Oceania,Samoa 
802403056,Asia,Taiwan
125226819,Europe,Czech Republic
433263289,Central America and the Caribbean,Dominican Republic
134373795,Sub-Saharan Africa,Lesotho
406732165,Middle East and North Africa,Iran
248824727,Sub-Saharan Africa,Uganda
529450309,North America,Canada
837720239,Europe,Serbia
833058345,Central America and the Caribbean,Dominican Republic
695200955,Central America and the Caribbean,Costa Rica
674196898,North America,Greenland
640407502,Europe,San Marino
534506595,Sub-Saharan Africa,Lesotho
817480504,Sub-Saharan Africa,Eritrea
220628058,Asia,Brunei
695560586,Middle East and North Africa,Egypt
664201915,Middle East and North Africa,Algeria
868788373,Sub-Saharan Africa,Mali
321868789,Europe,Hungary
356304490,Australia and Oceania,Palau
575269305,Asia,Philippines
202249562,Middle East and North Africa,Israel
331044089,Asia,Brunei
775764214,Europe,Albania
520833766,Asia,Japan
870989072,Europe,Andorra
501278960,Europe,France
407064759,Europe,Spain
754020297,Europe,Hungary
428131902,Europe,Slovakia
185698401,Sub-Saharan Africa,Kenya
403331124,Asia,North Korea
627953898,Europe,Sweden
926803052,Middle East and North Africa,Saudi Arabia
537427413,Sub-Saharan Africa,Republic of the Congo
117688310,Europe,Denmark
395759570,Sub-Saharan Africa,Rwanda
820127522,Sub-Saharan Africa,Uganda
909590995,Central America and the Caribbean,Barbados
703261315,Sub-Saharan Africa,Gabon
310562312,Sub-Saharan Africa,Malawi
361230313,Australia and Oceania,Australia
655314147,Sub-Saharan Africa,Cote d'Ivoire
613175141,Sub-Saharan Africa,Republic of the Congo
625487124,Sub-Saharan Africa,Guinea-Bissau
703236424,Sub-Saharan Africa,Burundi
927721869,Central America and the Caribbean,Haiti
100554788,Central America and the Caribbean,Nicaragua
693659007,Middle East and North Africa,Iran
299270856,Central America and the Caribbean,El Salvador
179939162,Central America and the Caribbean,Nicaragua
318525254,Sub-Saharan Africa,Tanzania
768202960,Europe,Lithuania
302458608,Asia,Laos
465091025,Middle East and North Africa,Iraq
620211541,Australia and Oceania,Australia
202243983,Sub-Saharan Africa,South Sudan
965924680,Europe,Sweden
236302459,Sub-Saharan Africa,Botswana
358738648,Asia,Tajikistan
148907077,Australia and Oceania,Tuvalu
742794072,Europe,Croatia
646698462,Europe,Ukraine
687231576,Sub-Saharan Africa,Tanzania
861317241,Middle East and North Africa,Azerbaijan
786191785,Sub-Saharan Africa,Uganda
149404036,Asia,Sri Lanka
958815324,Central America and the Caribbean,Saint Lucia
792599475,Sub-Saharan Africa,Lesotho
449242818,Sub-Saharan Africa,Botswana
797544181,Sub-Saharan Africa,Seychelles 
526614892,Sub-Saharan Africa,Lesotho
195878779,Europe,Albania
885072171,Asia,Indonesia
144243896,Middle East and North Africa,Israel
543755280,Sub-Saharan Africa,Democratic Republic of the Congo
224280154,Asia,India
546804845,Europe,Kosovo
242628180,Europe,San Marino
363361489,Sub-Saharan Africa,Sao Tome and Principe
230928599,Europe,Portugal
587565839,Middle East and North Africa,Afghanistan
445822036,Middle East and North Africa,Algeria
238558518,Central America and the Caribbean,Dominican Republic
468949115,Australia and Oceania,Samoa 
360480153,Sub-Saharan Africa,Democratic Republic of the Congo
106950461,Central America and the Caribbean,Haiti
422471368,Europe,Estonia
291466701,Australia and Oceania,Solomon Islands
118672788,Europe,Sweden
379138457,Middle East and North Africa,United Arab Emirates
268225038,Europe,Switzerland
851606357,Sub-Saharan Africa,South Sudan
115268743,Sub-Saharan Africa,Uganda
615511023,Europe,Switzerland
928944528,Europe,Spain
602493083,Asia,Maldives
603393018,Europe,Estonia
169193160,Sub-Saharan Africa,Ghana
857754838,Sub-Saharan Africa,Cote d'Ivoire
697251880,Australia and Oceania,Tonga
936170613,Middle East and North Africa,Libya
193309867,Europe,Moldova 
307780969,Central America and the Caribbean,Dominica
489007747,Asia,Bhutan
466726529,Sub-Saharan Africa,Zambia
940986144,Sub-Saharan Africa,Uganda
432147920,Europe,Slovakia
230885684,North America,United States of America
348185765,Sub-Saharan Africa,Sierra Leone
865346992,Central America and the Caribbean,Guatemala
583980691,Sub-Saharan Africa,Nigeria
176010692,Asia,Brunei
833673322,Europe,Russia
219517409,Australia and Oceania,Marshall Islands
116404283,Asia,North Korea
577507770,Sub-Saharan Africa,Mauritania
376314198,Asia,Turkmenistan
156622397,Europe,Bulgaria
182543694,Europe,United Kingdom
788501918,Europe,Georgia
129233396,Middle East and North Africa,United Arab Emirates
929786956,Asia,Taiwan
135523927,Sub-Saharan Africa,Angola
162118136,Asia,Indonesia
345555913,Middle East and North Africa,United Arab Emirates
992136085,Sub-Saharan Africa,Guinea-Bissau
228469979,Sub-Saharan Africa,South Africa
751481425,Middle East and North Africa,Yemen
378406751,North America,Mexico
596794784,Sub-Saharan Africa,Burundi
714506852,Central America and the Caribbean,Belize
109716784,Europe,Poland
480910909,Europe,Sweden
896888053,Middle East and North Africa,Turkey
946759545,Middle East and North Africa,Afghanistan
289949214,Asia,Brunei
906193387,Central America and the Caribbean,Antigua and Barbuda 
345540893,Sub-Saharan Africa,Tanzania
278353059,Asia,China
645303714,Europe,Denmark
107379186,Asia,Singapore
995878303,Asia,Bhutan
762412393,Central America and the Caribbean,El Salvador
528905284,Sub-Saharan Africa,Niger
137593305,Central America and the Caribbean,Antigua and Barbuda 
401025283,Australia and Oceania,Vanuatu
852062547,Europe,Andorra
193878924,Sub-Saharan Africa,Zimbabwe
349960744,Europe,Croatia
614106833,Europe,Albania
800428521,Europe,Romania
793349635,Australia and Oceania,Tonga
997606503,Sub-Saharan Africa,Liberia
988247954,Middle East and North Africa,Somalia
860635316,Central America and the Caribbean,Cuba
780442416,Europe,Norway
533655583,Europe,Italy
876573646,Europe,Bosnia and Herzegovina
385807931,Asia,Brunei
408282268,Sub-Saharan Africa,Republic of the Congo
111232984,Europe,Switzerland
532208907,Sub-Saharan Africa,South Africa
529071366,Middle East and North Africa,Iran
829994189,Middle East and North Africa,Jordan
883463704,Central America and the Caribbean,Belize
208278739,Europe,Georgia
643550622,Europe,San Marino
498703181,Europe,Andorra
403472745,Australia and Oceania,Palau
157908141,Middle East and North Africa,Afghanistan
982370698,Europe,Czech Republic
567534244,Europe,Italy
724385106,Asia,Sri Lanka
634222114,Sub-Saharan Africa,Benin
898656594,Asia,Tajikistan
389612376,Sub-Saharan Africa,Zimbabwe
299325788,Europe,Lithuania
990345656,Europe,Croatia
645533311,Middle East and North Africa,Yemen
218062579,Europe,Armenia
281419789,Middle East and North Africa,United Arab Emirates
579403769,Europe,Spain
476125848,Middle East and North Africa,Iraq
306009852,Sub-Saharan Africa,Swaziland
923792111,Asia,Mongolia
554521453,Central America and the Caribbean,Jamaica
643559205,Middle East and North Africa,United Arab Emirates
906579196,Asia,Uzbekistan
679567754,Europe,Albania
268823707,Asia,Philippines
500958383,Sub-Saharan Africa,Zimbabwe
472895610,Europe,Monaco
701871716,Middle East and North Africa,Syria
875435531,Europe,Czech Republic
301448380,Central America and the Caribbean,Antigua and Barbuda 
158084094,Middle East and North Africa,Jordan
343828999,Europe,Latvia
827481925,Sub-Saharan Africa,Comoros
298154199,Central America and the Caribbean,Costa Rica
